   .004   .000
   .013   .000
   .022   .000
   .031   .000
   .040   .000
   .049   .000
   .058   .000
   .067   .000
   .076   .000
   .084   .000
   .093   .000
   .102   .000
   .111   .000
   .120   .000
   .129   .000
   .138   .000
   .147   .000
   .156   .000
   .165   .000
   .173   .000
   .182   .000
   .191   .000
   .200   .000
   .209   .000
   .218   .000
   .227   .000
   .236   .000
   .245   .000
   .253   .000
   .262   .000
   .271   .000
   .280   .000
   .289   .000
   .298   .000
   .307   .000
   .316   .000
   .325   .000
   .333   .000
   .342   .000
   .351   .000
   .360   .000
   .369   .000
   .378   .000
   .387   .000
   .396   .000
   .405   .000
   .413   .000
   .422   .000
   .431   .000
   .440   .000
   .449   .000
   .458   .000
   .467   .000
   .476   .000
   .485   .000
   .494   .000
   .502   .000
   .511   .000
   .520   .000
   .529   .000
   .538   .000
   .547   .000
   .556   .000
   .565   .000
   .574   .299
   .582   .290
   .591   .141
   .600   .136
   .609   .000
   .618   .000
   .627   .000
   .636   .000
   .645   .000
   .654   .000
   .662   .000
   .671   .109
   .680   .106
   .689   .207
   .698   .404
   .707   .000
   .716   .096
   .725   .187
   .734   .274
   .742   .267
   .751   .261
   .760   .340
   .769   .166
   .778   .081
   .787   .556
   .796   .388
   .805  1.594
   .814  5.124
   .823  9.664
   .831 10.169
   .840 12.253
   .849 17.791
   .858 16.690
   .867 19.227
   .876 15.635
   .885 11.680
   .894 12.003
   .903 12.310
   .911  9.764
   .920  5.862
   .929  5.124
   .938  5.809
   .947  6.632
   .956  2.367
   .965  1.690
   .974  2.126
   .983  2.189
   .991  1.600
  1.000   .786
  1.009   .676
  1.018   .285
  1.027   .280
  1.036   .229
  1.045   .135
  1.054   .310
  1.063   .131
  1.071   .214
  1.080   .168
  1.089   .331
  1.098  1.345
  1.107  1.003
  1.116  1.026
  1.125   .816
  1.134   .382
  1.143   .489
  1.152   .630
  1.160   .183
  1.169   .108
  1.178   .106
  1.187   .140
  1.196   .103
  1.205   .135
  1.214   .100
  1.223   .132
  1.232   .130
  1.240   .160
  1.249   .157
  1.258   .311
  1.267   .306
  1.276   .211
  1.285   .119
  1.294   .088
  1.303   .898
  1.312   .743
  1.320   .507
  1.329   .779
  1.338   .823
  1.347   .813
  1.356   .909
  1.365   .792
  1.374   .260
  1.383   .309
  1.392   .254
  1.401   .376
  1.409   .643
  1.418  1.197
  1.427  1.327
  1.436   .953
  1.445   .824
  1.454   .977
  1.463   .528
  1.472   .499
  1.481   .718
  1.489  1.019
  1.498   .942
  1.507  1.450
  1.516  1.518
  1.525  1.501
  1.534  1.358
  1.543  1.342
  1.552  1.225
  1.561  1.171
  1.569  1.297
  1.578  1.618
  1.587  1.015
  1.596   .926
  1.605  1.069
  1.614  1.548
  1.623  1.885
  1.632  1.329
  1.641  1.242
  1.649  1.229
  1.658   .894
  1.667  1.043
  1.676  1.102
  1.685  1.679
  1.694  1.730
  1.703  1.543
  1.712  1.493
  1.721  1.528
  1.730  1.709
  1.738  1.480
  1.747  1.047
  1.756  1.434
  1.765  1.341
  1.774  1.312
  1.783  1.330
  1.792  1.531
  1.801  1.471
  1.810  1.336
  1.818  1.576
  1.827  2.061
  1.836  1.983
  1.845  1.401
  1.854  1.530
  1.863  1.374
  1.872  1.459
  1.881  1.362
  1.890  1.225
  1.898  1.064
  1.907   .932
  1.916   .937
  1.925   .756
  1.934   .789
  1.943   .768
  1.952   .710
  1.961   .767
  1.970  1.014
  1.978   .841
  1.987   .971
  1.996   .814
  2.005   .893
  2.014   .994
  2.023  1.189
  2.032  1.393
  2.041  1.027
  2.050   .913
  2.059  1.009
  2.067   .966
  2.076  1.083
  2.085  1.085
  2.094   .930
  2.103   .767
  2.112  1.036
  2.121  1.355
  2.130   .878
  2.139  1.010
  2.147  1.919
  2.156  2.083
  2.165  1.793
  2.174  1.206
  2.183  1.919
  2.192  1.688
  2.201  1.177
  2.210  1.087
  2.219  1.019
  2.227   .961
  2.236   .953
  2.245  1.043
  2.254  1.045
  2.263  1.085
  2.272  1.314
  2.281  1.928
  2.290  1.669
  2.299  1.423
  2.307  1.071
  2.316   .971
  2.325  1.291
  2.334   .695
  2.343   .743
  2.352   .729
  2.361   .961
  2.370  1.296
  2.379  1.095
  2.388   .957
  2.396   .822
  2.405   .731
  2.414   .768
  2.423   .754
  2.432  1.014
  2.441  1.196
  2.450   .901
  2.459  1.260
  2.468   .864
  2.476   .577
  2.485   .422
  2.494   .427
  2.503   .502
  2.512   .545
  2.521   .735
  2.530   .584
  2.539   .664
  2.548   .879
  2.556   .925
  2.565   .904
  2.574   .794
  2.583   .891
  2.592   .819
  2.601   .843
  2.610   .852
  2.619   .624
  2.628   .612
  2.637   .644
  2.645   .745
  2.654   .851
  2.663   .624
  2.672   .661
  2.681   .574
  2.690   .842
  2.699   .810
  2.708   .717
  2.717   .746
  2.725   .933
  2.734   .690
  2.743   .692
  2.752   .779
  2.761  1.174
  2.770   .679
  2.779   .777
  2.788   .816
  2.797  1.006
  2.805  1.031
  2.814   .999
  2.823   .919
  2.832   .778
  2.841   .773
  2.850  1.041
  2.859  1.227
  2.868  1.142
  2.877  1.040
  2.885   .968
  2.894  1.144
  2.903   .951
  2.912   .864
  2.921   .864
  2.930   .773
  2.939   .740
  2.948   .758
  2.957   .647
  2.966   .671
  2.974   .656
  2.983   .574
